Symbol,OUT1,OUT2,OUT3,OUT4,OUT5,OUT6,OUT7,OUT8,OUT9,OUT10,OUT11,OUT12,OUT13,OUT14,OUT15,OUT16,OUT17,OUT18,OUT19,OUT20,OUT21,OUT22,OUT23,OUT24,OUT25,OUT26,OUT27,OUT28,EMP1,EMP2,EMP3,EMP4,EMP5,EMP6,EMP7,EMP8,EMP9,EMP10,EMP11,EMP12,EMP13,EMP14,EMP15,EMP16,EMP17,EMP18,EMP19,HSS1,HSS2,HSS3,HSS4,HSS5,HSS6,HSS7,HSS8,HSS9,HSS10,HSS11,HSS12,HSS13,HSS14,HSS15,HSS16,HSS17,HSS18,RSC1,RSC2,RSC3,RSC4,RSC5,RSC6,RSC7,RSC8,RSC9,RSC10,RSC11,PRI1,PRI2,PRI3,PRI4,PRI5,PRI6,PRI7,PRI8,PRI9,PRI10,PRI11,PRI12,PRI13,PRI14,PRI15,PRI16,PRI17,PRI18,PRI19,AHE1,AHE2,AHE3,AHE4,AHE5,AHE6,AHE7,AHE8,AHE9,AHE10,AHE11,AHE12,AHE13,AHE14,AHE15,AHE16,AHE17,FIN1,FIN2,FIN3,FIN4,FIN5,FIN6,FIN7,FIN8,FIN9,FIN10,FIN11,FIN12,FIN13,FIN14,FIN15,FIN16,FIN17,FIN18,FIN19,FIN20,FIN21,FIN22,FIN23,FIN24,FIN25,FIN26
Tran_code,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
