,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.3709487915039,110737200.0,2.0,2.9967086382243195,92.14907415228392,79.7040210930774,62.807150053236235,107.50125253910113,29.730531783249663,83.43555450439453,77.25622806549072,28.6200008392334,53.068112086925765
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,232.42138671875,6575800.0,2.0,3.5193077875469214,224.91460063225963,193.76640980475207,61.279626401570994,270.63412366905595,46.80613855018442,207.94055786132813,208.97900721232097,28.6200008392334,53.068112086925765
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,90.74230194091797,3301000.0,2.0,-0.3834823210639513,108.81221099249984,86.47840942986343,48.5048180161208,-66.29860070764366,3.1424475930634186,95.82526830037435,89.37174758911132,28.6200008392334,53.068112086925765
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566751,220.72113910561438,160.9328632747567,50.925771078506536,24.220608346258853,15.932919876883025,176.4723347981771,155.6141675313314,28.6200008392334,53.068112086925765
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,117.81626892089844,2807800.0,2.0,1.2427219918417762,127.55455067152451,110.68927943711807,52.865417132553475,35.721028804273374,14.45740437284711,116.60658264160156,110.97592849731446,28.6200008392334,53.068112086925765
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,29.22574697896621,180.1913335164388,170.94849955240886,28.6200008392334,53.068112086925765
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.999935150146484,17129500.0,2.0,0.2631184278536409,44.15930722566335,39.908022181074934,53.16056729278076,19.256364550424053,13.380576374222533,41.983815638224286,40.275460433959964,28.6200008392334,53.068112086925765
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,76.63605499267578,6379400.0,2.0,-1.0041985393089305,89.52848247776907,72.40517383326608,47.829185343595746,-92.44572049101062,9.086242134949146,81.08446731567383,78.60229835510253,28.6200008392334,53.068112086925765
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,11930900.0,2.0,-0.9699612124205572,127.25114297567394,106.44485693277333,49.23569227663238,-76.9578023257909,1.5594677137092408,117.63199971516927,111.37916641235351,28.6200008392334,53.068112086925765
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,184.28021240234375,2620100.0,2.0,0.5778717252323133,207.61664624535786,174.78639940893902,50.96277048722416,-35.68817467892006,3.6210869345612786,188.1701665242513,176.95654754638673,28.6200008392334,53.068112086925765
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,231.2326202392578,3677300.0,2.0,2.216149248905708,240.84563527200092,222.13582987692487,55.50969504321123,20.600838430084377,8.254305556136107,230.18789316813152,215.6795435587565,28.6200008392334,53.068112086925765
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,135.9554901123047,2609500.0,2.0,-0.3102818447770801,152.80389006244903,126.33456361186737,49.99255236292197,-33.508798281346394,2.767806186602904,138.57282511393228,132.6999486287435,28.6200008392334,53.068112086925765
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,97.47810363769531,4869967.0,2.0,-1.0410412112371432,110.58391367290157,92.37514699604374,47.48970908373008,-74.35048582048209,5.476160686110958,101.52064590454101,100.07782719930013,28.6200008392334,53.068112086925765
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,53.494354248046875,14748100.0,2.0,-0.5246949838859649,58.64261845868258,51.38692980486722,48.71405567190902,-79.08402928725513,8.423667414942779,55.58980102539063,54.586959266662596,28.6200008392334,53.068112086925765
